Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7189,9.0,0.6629,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",certificate transaction node backup nodes master negotiation plurality result consortium
7190,11.0,0.7198,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",plurality storage file computer log programs requests receiving corresponding keys
7191,11.0,0.375,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",pair node key structure leaf storage obtaining organization tree conflict
7192,10.0,0.5006,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",file security applications access files client confidence ledger requests herein
7193,10.0,0.7066,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",application interfaces subset interface governance structure structures software embodiments science
7194,10.0,0.5383,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",accelerator bottlenecks requests threshold embodiments environment library contracts node key
7195,1.0,0.422,"content, file, document, media, hash, ID, ledger, metadata, software, container",environment validation software update interactions amount operation transport node key
7196,8.0,0.597,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",bus unit communication memory board modules computer software CPU IO
7197,10.0,0.6853,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",inference group items devices tasks examples models quality assurance comparison
7198,11.0,0.7068,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",storage device dependence garbage collection longevity statistics array schedule placement
7199,7.0,0.5814,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",window display Windows displays resources eg control coating Transparent wireless
7200,7.0,0.8158,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",drone package payload portion house delivery packages Packages weight shape
7201,10.0,0.3899,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",shipping Items things storage packages entities fulfillment aggregator manufacturing printing
7202,10.0,0.5916,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",latency aspect environments environment ability slot gaming chances betting herein
7203,2.0,0.8327,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",handle shaft assembly hub instrument comprises node key storage service
7204,7.0,0.9195,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",cones module end station cannabis material plurality indexing portion filling
7205,3.0,0.2949,"image, object, input, target, feature, code, identification, result, parameter, images",sensor objects variables codes profile output arc package device processor
7206,1.0,0.7896,"content, file, document, media, hash, ID, ledger, metadata, software, container",content video segments representations patterns watermarking signal correspond recording initiation
7207,8.0,0.3679,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",messages enhance components specifications packets Embodiments database view marker field
7208,5.0,0.4965,"service, server, client, target, application, provider, response, identifier, access, result",apparatus client server mining transmits Nonce pool regard search condition
7209,7.0,0.5525,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",assemblies network sanitizing operation Internet Things sanitization medium peertopeer interfaces
7210,0.0,0.5334,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",node hash possession digest token expansion entity privilege successor root
7211,10.0,0.7558,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",entities Ledger transactions identifiers keys addresses individuals ledger cross facing
7212,9.0,0.4366,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",CNS community message sender hubs andor recipients messages communities Community
7213,0.0,0.4545,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",keys clients server encryption responses devices errors client PUF challenge
7214,9.0,0.4078,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",server bid network node nodes bids processor right instructions signer
7215,0.0,0.5123,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",determination hash verification record ledger output input determinations Software vi
7216,0.0,0.6711,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",signature verification node algorithm identity hash sensor device ie addition
7217,9.0,0.5902,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",node sequence transition aggregation contract DFL identifiers learning training ledger
7218,9.0,0.6289,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",trust nodes node plurality intelligent maintainer histories operation threshold selecting
7219,5.0,0.5141,"service, server, client, target, application, provider, response, identifier, access, result",client TEE database UTXO transaction network request node respect address
7220,0.0,0.3306,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",account key transaction network processor association enduser server service ledger
7221,8.0,0.3904,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",URI channel peer node identification name operation ledger indicator nodes
7222,0.0,0.6233,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",shares plurality access attributes device key view wherein herein content
7223,0.0,0.6518,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",wallet HD key card name signature invention device party security
7224,9.0,0.8914,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",consensus proposal node hash transaction receiving digest response storage service
7225,1.0,0.4837,"content, file, document, media, hash, ID, ledger, metadata, software, container",opinion ciphertext terminal Ballot Stamp random module tag program message
7226,2.0,0.6687,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",device receiver registration transmitter request transceiver blockchain power response identifier
7227,6.0,0.7423,"entity, record, event, database, profile, item, records, ledger, response, trust",injury device score factors report questions risk embodiments blocks simulation
7228,2.0,0.7424,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",gaming option server game selection administration client player peertopeer embodiment
7229,3.0,0.5803,"image, object, input, target, feature, code, identification, result, parameter, images",plant image section end portion shape form watersupply amount medium
7230,6.0,0.3764,"entity, record, event, database, profile, item, records, ledger, response, trust",entity duration space affinity transfer availability factor situation features network
7231,2.0,0.6149,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",energy quantity measuring producer unit device transaction trade control andor
7232,2.0,0.8552,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",vehicle loss VIN condition change transaction processes services ledger embodiments
7233,7.0,0.413,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",point server TrxB TrxA distributor transaction key rate condition database
7234,4.0,0.5656,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",account location authorization transaction likelihood numbers payment fraud plurality request
7235,10.0,0.5251,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",security approver transaction key approval HSM hardware computer policy identity
7236,0.0,0.9658,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",enrollment key identifier secret encryption template reference sample decryption message
7237,0.0,0.5243,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",operation staking key cryptoasset module protocol hardware security transaction request
7238,8.0,0.5559,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",ledger processor currency instruction contract engine interface devices verification network
7239,4.0,0.5098,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",POS transaction summary receipt generation management machine module code server
7240,10.0,0.8568,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",resources register manner records resource enterprise components parameters condition forecast
7241,10.0,0.8406,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",vendor Training deficiencies requirements training procurement assessments organization andor effectiveness
7242,11.0,0.9588,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",plurality values macroblocks array points subset pattern occurrences index light
7243,10.0,0.4157,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",contract tree form syntax codes contracts deployment intelligence intent events
7244,10.0,0.8915,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",embodiments framework performance metrics protocol interest parameters functions simulation invention
7245,1.0,0.4412,"content, file, document, media, hash, ID, ledger, metadata, software, container",transaction tag trail ID node identifier operation transactions storage service
7246,10.0,0.6224,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",consent response event events management eg embodiments recapture receipt node
7247,8.0,0.4109,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",EgHash EGH processor controller transformation representation output speed database verification
7248,8.0,0.3681,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",server communication device signature contact receiving receiver message reference request
7249,10.0,0.6393,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",management medium device code relate embodiments contract computer key storage
7250,3.0,0.5641,"image, object, input, target, feature, code, identification, result, parameter, images",technique encryption instructions performs accordance Computer source quality descent training
7251,8.0,0.4974,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",secure cards devices circuit hardware blocks networks plurality trust herein
7252,3.0,0.313,"image, object, input, target, feature, code, identification, result, parameter, images",input output instructions program ciphertext key algorithm plaintext encryption decryption
7253,1.0,0.5913,"content, file, document, media, hash, ID, ledger, metadata, software, container",container containers record fields identification command field database type multiversion
7254,1.0,0.7629,"content, file, document, media, hash, ID, ledger, metadata, software, container",database replication replica validation update updates embodiments top stream point
7255,3.0,0.3948,"image, object, input, target, feature, code, identification, result, parameter, images",KNFT vector server ownership application node rating actions ledger assets
7256,4.0,0.4043,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",transaction node country regulations localization submission values compliance nodes rules
7257,6.0,0.4652,"entity, record, event, database, profile, item, records, ledger, response, trust",ratings datastore feature unit content respect rating software application class
7258,1.0,0.6952,"content, file, document, media, hash, ID, ledger, metadata, software, container",work proof entity code node key storage service ledger server
7259,10.0,0.5702,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",changes file parties keys operation entities transactions verification purposes node
7260,10.0,0.5024,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",disclosure stability contract security sidechain node key storage service ledger
7261,10.0,0.5864,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",management devices processes controller firmware configuration properties versions change basis
7262,8.0,0.5641,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",contract proposal smart client upgrade agreements problem event disclosure address
7263,8.0,0.5615,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",contract node machine code storage bytecode request implementations deployment medium
7264,11.0,0.4317,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",storage target plurality paths characteristics source communications identifying path key
7265,3.0,0.4234,"image, object, input, target, feature, code, identification, result, parameter, images",signal input transaction tissue body device storage service ledger server
7266,2.0,0.9005,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",battery voltage temperature batteries plurality device circuit monitor operating operation
7267,7.0,0.5655,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",surface article device damage photographing region image evaluation structure specification
7268,8.0,0.4956,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",composition semiconductor capacitor treatment characteristics structure agent circuits properties devices
7269,7.0,0.4357,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",site radiation energy levels frequencies sensor unit control procedures laser
7270,3.0,0.7215,"image, object, input, target, feature, code, identification, result, parameter, images",eye damage camera others learning image pointers features treatment device
7271,2.0,0.5662,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",power cables fixtures lighting housing port AC communications plurality network
7272,8.0,0.3629,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",network devices blocks routing contracts ledger wireless updates mobile herein
7273,1.0,0.3241,"content, file, document, media, hash, ID, ledger, metadata, software, container",subject material authenticator content message sender image identifier characteristic region
7274,10.0,0.5875,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",entity connectivity provisioning communications invention network deployment length points bandwidth
7275,2.0,0.787,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",occupant transport voice communication length operation determining request key storage
7276,9.0,0.4241,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",node communication session identifier herein media computer apparatuses determination devices
7277,1.0,0.481,"content, file, document, media, hash, ID, ledger, metadata, software, container",file node processor storage plan access permission chunks owner credentials
7278,8.0,0.6982,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",edge devices microserver functions node nodes andor Edge proximity client
7279,5.0,0.7979,"service, server, client, target, application, provider, response, identifier, access, result",transaction contract institution result verification execution identity satisfies identifying smart
7280,9.0,0.4957,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",consensus credentials chaincode organization member service credential responsive creation operation
7281,5.0,0.2994,"service, server, client, target, application, provider, response, identifier, access, result",glasses authentication network code computer access transaction authorization check message
7282,6.0,0.3764,"entity, record, event, database, profile, item, records, ledger, response, trust",access DPA entity persona services identity key Digital behalf identities
7283,5.0,0.3019,"service, server, client, target, application, provider, response, identifier, access, result",device node request publisher transaction server broker authorization message ticket
7284,2.0,0.574,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",transport network connection target amount segments mode operation service route
7285,10.0,0.5005,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",network configuration resource device operations slice resources allocation processor representative
7286,0.0,0.6488,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",keys asset bitstring signature party recipient proof values sets validity
7287,8.0,0.4648,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",record signal transmission instruction delay response receipt items ledger determination
7288,6.0,0.3439,"entity, record, event, database, profile, item, records, ledger, response, trust",entity hash institutions institution verification verifications reasons regulations eg customer
7289,5.0,0.4307,"service, server, client, target, application, provider, response, identifier, access, result",target authorization authentication platform privacy transaction node specification operations owner
7290,9.0,0.6309,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",nodes consensus plurality instance disclosure initialization module apparatus network configuration
7291,10.0,0.6039,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",consent agent module intent arrangement server ledger intents transaction validation
7292,11.0,0.7086,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",structure copies transactions candidate groups transaction portion computer storage apparatus
7293,10.0,0.4297,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",resource transaction signatures plurality invention subset condition amount script device
7294,8.0,0.4419,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",communication content impact boundaries geolocation devices operation transports multimedia receiving
7295,8.0,0.4309,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",traffic event object location speed video surveillance response implementation medium
7296,2.0,0.5594,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",ticket creation transaction EGM ID processor gaming devices network instructions
7297,6.0,0.64,"entity, record, event, database, profile, item, records, ledger, response, trust",outcome entertainment server machine gaming database generator result algorithm form
7298,7.0,0.7471,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",markers positions micrographs sets apparatus alignment matching deviation bound point
7299,4.0,0.6258,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",securities offering meeting entity platform capability server computer regulations market
7300,4.0,0.6784,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",device service loan funds amount request token lending payee transaction
7301,6.0,0.3549,"entity, record, event, database, profile, item, records, ledger, response, trust",transaction item transmission entities comparing message request blocks action storage
7302,10.0,0.4578,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",assets network invention peertopeer embodiments cryptocurrencies applications key storage service
7303,0.0,0.3263,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",key script metadata exchange hash P1A P1T pair invention techniques
7304,10.0,0.7863,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",wallets hardware software transactions features storage complex cycle solution cryptocurrencies
7305,4.0,0.7931,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",funds smartwatch transfer initiation account telephone notification entity identifier payment
7306,8.0,0.4461,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",telecommunications channel fund contract service ledger termination communications generation cryptocurrency
7307,4.0,0.2981,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",ledger rule assets event apparatus transfer sale reallocation operations key
7308,4.0,0.6603,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",authorization account requests check amount alternate identifier blocks payment transaction
7309,6.0,0.547,"entity, record, event, database, profile, item, records, ledger, response, trust",score interface plurality device identification algorithm fields notification employee selection
7310,6.0,0.4656,"entity, record, event, database, profile, item, records, ledger, response, trust",goods items engine image person event storage management features recognition
7311,6.0,0.7045,"entity, record, event, database, profile, item, records, ledger, response, trust",risk trigger actions triggers regulation response relevance change entity eg
7312,10.0,0.3364,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",tissues imaging sets organs Biomarkers wavelength modalities approaches monitoring travel
7313,3.0,0.4868,"image, object, input, target, feature, code, identification, result, parameter, images",message elements effectiveness candidate element predictions messages Messages component input
7314,1.0,0.7014,"content, file, document, media, hash, ID, ledger, metadata, software, container",file identifier ledger device network handling storage peer peers tracks
7315,3.0,0.5641,"image, object, input, target, feature, code, identification, result, parameter, images",technique encryption instructions performs accordance Computer source quality descent training
7316,6.0,0.6536,"entity, record, event, database, profile, item, records, ledger, response, trust",trustor CVS credential database credentials submission record novel stores beneficiary
7317,11.0,0.4628,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",device ledger configuration storage activation components assembly response node operation
7318,1.0,0.7145,"content, file, document, media, hash, ID, ledger, metadata, software, container",media file provenance server content embodiments network andor changes service
7319,1.0,0.4596,"content, file, document, media, hash, ID, ledger, metadata, software, container",code asset ID object plurality owner subsets attributes generator representative
7320,6.0,0.6172,"entity, record, event, database, profile, item, records, ledger, response, trust",database instrument operations cells peer network instruments protocol performance plurality
7321,8.0,0.4595,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",DCF layer confidence score applications insertion configuration edge instances access
7322,9.0,0.2823,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",database storage request chaincode node operation output execution nodes testing
7323,3.0,0.4672,"image, object, input, target, feature, code, identification, result, parameter, images",plant device weight code database intervention tag scale stores cannabis
7324,11.0,0.3994,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",hashes files file structure sequence memory sequences values storage order
7325,11.0,0.7723,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",storage array devices key reduction operation controller encryption stores node
7326,8.0,0.4275,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",address memory function instruction code table index contract export Implementations
7327,3.0,0.5454,"image, object, input, target, feature, code, identification, result, parameter, images",recognition device component performance result arm computer target programs storage
7328,11.0,0.4974,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",computer master processor malfunctions machine health learning output intelligence notifications
7329,11.0,0.9423,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",index blocks datasets dataset plurality node media storage ECC coding
7330,10.0,0.555,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",device resources secure container edge storage instance relate embodiments agent
7331,10.0,0.4519,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",storage resources dataset application analytics pipeline producer receiving storing node
7332,10.0,0.6128,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",chassis capabilities compatibility solution solutions software bits hardware plurality storage
7333,8.0,0.5182,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",instruction processor address branch execution identification candidate receiving offset node
7334,9.0,0.4595,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",Fabric Hyperledger network configuration cluster file disclosure Embodiments Kubernetes controller
7335,1.0,0.6219,"content, file, document, media, hash, ID, ledger, metadata, software, container",code ledger source algorithm production hash working checks structure output
7336,10.0,0.451,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",control script transaction code flow item invention loop portion functionality
7337,11.0,0.6829,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",copy storage metadata vendor placement disclosure backup Metadata security computer
7338,11.0,0.5406,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",storage contract consensus service cache computer index platform smart algorithm
7339,2.0,0.7846,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",truck performance intelligence fuel pressure software loop tanks safety invention
7340,8.0,0.3826,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",nodes infrastructure network railroad Infrastructure node server transmission assets requests
7341,8.0,0.5402,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",network slice artifact communication instructions segment response node instantiation identity
7342,10.0,0.3542,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",application conversation device operator broadcasting establishment products experience computer descriptive
7343,3.0,0.5269,"image, object, input, target, feature, code, identification, result, parameter, images",sample signal classification output embodiments audio algorithm instance directivity device
7344,1.0,0.5519,"content, file, document, media, hash, ID, ledger, metadata, software, container",media content rights plurality node consumer consumption participant accordance transactions
7345,8.0,0.4383,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",network service protocol function standard application plurality cloud exposure CNF
7346,10.0,0.5617,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",IoT services DM resource abstraction networks framework models management roles
7347,9.0,0.8786,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",node synchronization nodes relay blocks plurality device communication receiving sending
7348,5.0,0.7366,"service, server, client, target, application, provider, response, identifier, access, result",server streaming proxy device multimedia terminal transmission connection response region
7349,8.0,0.7299,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",IoT devices operations device deviation module exhibit management compliance Management
7350,10.0,0.3736,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",message activity format response network list resources devices robot polling
7351,3.0,0.3336,"image, object, input, target, feature, code, identification, result, parameter, images",box challenge response percentage boxes communications plurality network answer detection
7352,9.0,0.4054,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",request response verification signal node reliability thereof group rule absence
7353,8.0,0.6407,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",network secure device hub guest database pattern manufacturer authentication ledger
7354,5.0,0.6443,"service, server, client, target, application, provider, response, identifier, access, result",device service contract access operating environment ledger eg door services
7355,0.0,0.4945,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",key device attributes access proofofwork indication characteristics control herein determining
7356,9.0,0.5329,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",node path lowerlatency relay latencies latency nodes group matrix transmission
7357,11.0,0.5273,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",dataset portion transmitter receiver level transmission size Apparatuses condition radio
7358,0.0,0.3461,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",check request files seed timestamp file device message profile validation
7359,0.0,0.4597,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",signature execution verification unit environment security key result service authorization
7360,9.0,0.3336,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",manager nodes traffic network node updates conditions association ledger routing
7361,0.0,0.7504,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",server CA authentication key network sent ii document signature result
7362,0.0,0.4349,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",signature server parameters client functions message components device form ones
7363,0.0,0.6225,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",entity request computer VC signature identifier apparatus storage programs claim
7364,10.0,0.9211,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",software ledger release blocks cycle cryptography proof deployment secure services
7365,0.0,0.4792,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",evaluator framework selection device secure evaluators level proof confidence function
7366,10.0,0.4562,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",approval networks knowledge party document consideration participants ZKP DLNs zero
7367,8.0,0.3747,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",network slice CNF coin application service cloud coins orchestrator resources
7368,0.0,0.5337,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",result identity blockchain input matches authentication receiving node key storage
7369,5.0,0.4609,"service, server, client, target, application, provider, response, identifier, access, result",audit result storage device subsystem hash signature medium key query
7370,0.0,0.497,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",subkeys validator key asset group control examples keys management secure
7371,0.0,0.3774,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",key communication sender receiver encryption random storage identifier medium computer
7372,0.0,0.9526,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",authenticator server hash techniques device key authenticating token authentication secure
7373,9.0,0.3664,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",stage package key contract envelope stages executor packagedecryption oracle contracts
7374,10.0,0.569,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",management device transaction embodiments identification transactions storage service ledger server
7375,0.0,0.6303,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",key device server encryption switch sharing storage service ledger computer
7376,2.0,0.3581,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",energy wireless transfer exchange request operation key storage service ledger
7377,5.0,0.3556,"service, server, client, target, application, provider, response, identifier, access, result",digest key storage devices identifier type attribute network node implementation
7378,1.0,0.5617,"content, file, document, media, hash, ID, ledger, metadata, software, container",instance metadata computer processor embodiment multimedia rendering engine element herein
7379,3.0,0.8194,"image, object, input, target, feature, code, identification, result, parameter, images",network prediction ASR E2E version language output component transcriptions encoder
7380,2.0,0.487,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",transports event operation transport sensors response distance server node key
7381,10.0,0.4403,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",cash invention devices transactions money banking amount record error theft
7382,2.0,0.5992,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",vehicle configuration history node nodes plurality network modification determination operation
7383,7.0,0.4911,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",device subset anchors environment object reality anchor viewport portion media
7384,4.0,0.4192,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",plurality message amount device devices response identifier insurance coverage proposal
7385,6.0,0.4382,"entity, record, event, database, profile, item, records, ledger, response, trust",management wealth alert emotion preset device trigger event response application
7386,4.0,0.6703,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",securities offering meeting entity platform capability server computer regulations market
7387,10.0,0.4582,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",applications lending cryptocurrency equity requests debt borrower engine crypto plurality
7388,4.0,0.6784,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",item exchange server rights group devices replications device rules secure
7389,10.0,0.7379,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",advertisements advertising transaction platform Transaction device storage service ledger server
7390,4.0,0.4323,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",transaction ledger loyalty points identification issuer merchant point sale consumer
7391,10.0,0.4562,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",nodes risk execution contract vulnerabilities smart environment assessment computer attack
7392,4.0,0.5563,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",customer preauthorization devices biometrics device verification facilitation amount scanning payments
7393,9.0,0.4268,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",transaction node amount commission structure request condition UTXO contract sum
7394,3.0,0.2927,"image, object, input, target, feature, code, identification, result, parameter, images",transaction dataset device values authorization identifier plurality request signature key
7395,9.0,0.5561,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",contract signature participant request participants node key determination Implementations apparatus
7396,0.0,0.4303,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",result execution algorithm cryptography keys group configuration transactions transaction apparatuses
7397,10.0,0.6232,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",access transaction requestor interest contract smart match owner permission control
7398,5.0,0.4421,"service, server, client, target, application, provider, response, identifier, access, result",transaction confirmation node result target response scheme identifier comprising encoding
7399,4.0,0.5775,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",account transfer entity identifier type device processor alias request association
7400,6.0,0.3112,"entity, record, event, database, profile, item, records, ledger, response, trust",allocation area credit processor satisfaction entities store score signals plurality
7401,7.0,0.6967,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",article circulation traceability code item form correlation apparatus node key
7402,1.0,0.3972,"content, file, document, media, hash, ID, ledger, metadata, software, container",plane layer control unit application ledger interface input transaction aspect
7403,1.0,0.4518,"content, file, document, media, hash, ID, ledger, metadata, software, container",schema interaction object document logic trigger resource element response inbound
7404,10.0,0.3629,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",assets transfer identifiers Digital Network signatures processes recipients transparent asset
7405,5.0,0.7207,"service, server, client, target, application, provider, response, identifier, access, result",access server contract authorization token transaction form stores rights elements
